6, 12, pa1-debug-b-empivot.txt
  162.36,   197.84,   160.51
  131.55,   222.38,   129.71
  100.74,   246.92,    98.91
  180.35,   232.29,   169.97
  149.54,   256.83,   139.17
  118.72,   281.37,   108.37
  227.56,   230.66,   170.65
  263.32,   253.71,   144.38
  299.08,   276.76,   118.12
  248.30,   196.50,   168.90
  284.06,   219.55,   142.64
  319.82,   242.60,   116.38
  168.40,   214.75,   230.29
  150.57,   231.37,   273.95
  132.74,   247.99,   317.60
  200.27,   199.55,   249.09
  182.44,   216.17,   292.75
  164.61,   232.80,   336.40
  204.77,   239.66,   217.92
  223.22,   284.98,   228.21
  241.68,   330.30,   238.50
  236.46,   232.02,   194.74
  254.92,   277.34,   205.04
  273.37,   322.65,   215.33
  224.09,   194.68,   245.05
  259.95,   197.70,   279.76
  295.81,   200.72,   314.47
  251.96,   192.42,   216.45
  287.82,   195.44,   251.16
  323.69,   198.46,   285.87
  248.89,   203.59,   219.41
  298.37,   205.68,   226.28
  347.85,   207.77,   233.16
  254.40,   181.65,   186.42
  303.88,   183.74,   193.30
  353.36,   185.83,   200.17
  188.81,   224.27,   156.25
  193.31,   262.46,   124.29
  197.82,   300.65,    92.33
  224.53,   233.16,   171.91
  229.03,   271.35,   139.95
  233.54,   309.54,   107.99
  173.53,   201.89,   151.87
  145.58,   228.77,   120.30
  117.63,   255.64,    88.73
  174.89,   232.92,   177.07
  146.94,   259.79,   145.51
  118.99,   286.67,   113.94
  240.32,   220.90,   218.88
  285.77,   233.81,   235.22
  331.23,   246.73,   251.56
  254.91,   186.00,   205.88
  300.37,   198.91,   222.22
  345.82,   211.83,   238.57
  155.73,   171.40,   176.60
  113.24,   170.61,   150.26
   70.75,   169.83,   123.91
  163.62,   208.09,   162.78
  121.13,   207.31,   136.44
   78.64,   206.53,   110.10
  164.65,   216.26,   224.86
  141.42,   234.22,   265.32
  118.19,   252.19,   305.79
  193.22,   200.73,   248.15
  169.99,   218.69,   288.62
  146.76,   236.66,   329.09
  210.90,   209.76,   245.57
  236.10,   229.88,   283.78
  261.30,   249.99,   322.00
  243.83,   211.52,   222.93
  269.03,   231.63,   261.14
  294.23,   251.75,   299.36
