6,6,pa2-unknown-i-em-fiducialss.txt
  538.44,   424.28,   430.16
  556.53,   467.04,   447.04
  574.54,   510.85,   463.81
  539.19,   411.69,   467.47
  557.22,   454.29,   484.43
  575.25,   497.82,   501.24
  515.50,   596.73,   346.35
  520.28,   619.95,   301.59
  525.64,   643.03,   256.77
  526.61,   561.23,   329.26
  531.53,   584.06,   283.83
  536.69,   607.42,   239.03
  427.41,   401.99,   360.38
  430.62,   397.04,   308.68
  434.33,   392.29,   256.60
  424.31,   440.26,   356.98
  427.75,   435.31,   305.00
  431.56,   431.00,   253.21
  331.02,   471.44,   437.50
  307.58,   515.22,   429.07
  284.89,   559.27,   420.49
  366.19,   487.48,   429.12
  342.59,   530.85,   420.53
  319.52,   575.06,   412.11
  381.26,   422.14,   393.89
  343.30,   439.05,   363.51
  305.51,   457.11,   333.95
  378.15,   454.62,   417.52
  340.30,   471.19,   387.30
  302.45,   489.02,   357.15
  419.46,   428.04,   481.05
  444.58,   453.53,   448.62
  470.31,   479.20,   415.84
  439.10,   446.11,   511.82
  464.61,   471.90,   479.39
  489.99,   497.90,   446.88
