16, 200, PA4-F-Debug-SampleReadingsTest.txt 0
  -53.16,   -47.67,    90.94
   -7.15,    -7.55,    37.35
  -48.39,     7.09,    83.26
   40.45,   -22.33,    67.25
   29.96,   -57.26,    20.75
   -0.16,     6.31,    16.05
  -13.29,   -24.49,   -78.50
    9.42,    10.49,   -42.26
   17.38,     9.13,  -101.66
    6.37,    -0.84,   -58.65
   22.40,    25.08,   -89.14
  -37.61,    22.17,   -81.27
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.46,   -59.24,   113.28
   -7.54,   -19.18,    59.53
  -48.77,    -4.59,   105.61
   40.15,   -33.95,    89.69
   29.69,   -68.84,    42.96
   -0.54,    -5.35,    38.48
   -6.88,   -22.71,   -78.72
   15.40,    12.83,   -42.48
   23.50,    11.17,  -101.74
   12.56,     1.22,   -58.93
   28.29,    27.26,   -89.44
  -31.73,    23.71,   -81.72
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -54.55,   -25.54,   130.94
   -8.69,    14.55,    77.27
  -49.89,    29.27,   123.32
   38.81,    -0.34,   107.30
   28.48,   -35.14,    60.83
   -1.60,    28.38,    56.28
  -12.16,   -25.39,   -81.48
   10.41,     9.89,   -45.21
   17.57,     8.78,  -104.68
    7.37,    -1.49,   -61.74
   22.53,    24.72,   -92.22
  -37.45,    21.02,   -83.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -57.06,   -26.81,   157.97
  -11.16,    13.14,   104.24
  -52.49,    27.80,   150.37
   36.31,    -1.65,   134.34
   25.97,   -36.63,    87.69
   -4.20,    27.11,    83.22
  -11.40,   -23.18,   -81.66
   11.19,    12.49,   -45.58
   18.58,    10.85,  -105.15
    8.20,     0.95,   -62.08
   23.56,    26.90,   -92.80
  -36.34,    23.23,   -84.42
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.57,   -46.03,   110.07
   29.43,    -5.83,    56.34
  -11.79,     8.77,   102.41
   77.03,   -20.74,    86.48
   66.62,   -55.64,    39.95
