27, 8, pa1-unknown-j-output-1.txt
192.15, 195.72, 197.1
405.76, 402.98, 197.41
209.15, 209.82, 211.75
207.48, 211.03, 336.73
205.81, 212.24, 461.71
211.11, 334.8, 210.56
209.44, 336.01, 335.54
207.77, 337.22, 460.53
213.07, 459.78, 209.37
211.39, 460.99, 334.36
209.72, 462.2, 459.34
334.13, 207.88, 213.44
332.46, 209.09, 338.42
330.78, 210.3, 463.4
336.08, 332.86, 212.25
334.41, 334.07, 337.23
332.74, 335.28, 462.22
338.04, 457.84, 211.06
336.37, 459.05, 336.05
334.7, 460.26, 461.03
459.1, 205.94, 215.13
457.43, 207.15, 340.11
455.76, 208.36, 465.09
461.06, 330.92, 213.94
459.38, 332.13, 338.92
457.71, 333.34, 463.91
463.01, 455.9, 212.75
461.34, 457.11, 337.74
459.67, 458.32, 462.72
209.13, 211.91, 451.86
207.73, 208.34, 576.81
206.32, 204.78, 701.75
206.45, 336.83, 455.4
205.04, 333.27, 580.34
203.64, 329.7, 705.28
203.76, 461.75, 458.93
202.36, 458.19, 583.87
200.95, 454.62, 708.81
334.1, 214.55, 453.35
332.69, 210.99, 578.29
331.28, 207.42, 703.23
331.41, 339.47, 456.88
330.0, 335.91, 581.82
328.6, 332.35, 706.76
328.73, 464.4, 460.41
327.32, 460.83, 585.35
325.91, 457.27, 710.29
459.06, 217.2, 454.83
457.65, 213.63, 579.77
456.25, 210.07, 704.71
456.37, 342.12, 458.36
454.97, 338.55, 583.3
453.56, 334.99, 708.24
453.69, 467.04, 461.89
452.28, 463.48, 586.83
450.88, 459.91, 711.78
209.13, 449.18, 208.34
211.22, 452.77, 333.27
213.32, 456.35, 458.2
208.61, 574.13, 204.76
210.71, 577.72, 329.69
212.8, 581.3, 454.62
208.09, 699.08, 201.18
210.19, 702.66, 326.11
212.29, 706.25, 451.04
334.11, 449.64, 206.23
336.21, 453.22, 331.16
338.3, 456.81, 456.09
333.59, 574.58, 202.65
335.69, 578.17, 327.58
337.79, 581.76, 452.51
333.08, 699.53, 199.07
335.17, 703.12, 324.0
337.27, 706.71, 448.93
459.09, 450.09, 204.12
461.19, 453.68, 329.05
463.28, 457.27, 453.98
458.57, 575.04, 200.54
460.67, 578.63, 325.47
462.77, 582.21, 450.4
458.06, 699.99, 196.96
460.15, 703.58, 321.89
462.25, 707.16, 446.82
211.34, 448.07, 451.88
215.02, 450.46, 576.81
218.7, 452.84, 701.73
211.87, 573.05, 449.48
215.55, 575.43, 574.4
219.23, 577.82, 699.33
212.4, 698.02, 447.08
216.08, 700.41, 572.0
219.76, 702.79, 696.93
336.29, 447.47, 448.21
339.97, 449.86, 573.14
343.65, 452.24, 698.06
336.81, 572.45, 445.81
340.5, 574.84, 570.73
344.18, 577.22, 695.66
337.34, 697.43, 443.41
341.02, 699.81, 568.33
344.7, 702.2, 693.26
461.23, 446.88, 444.54
464.91, 449.26, 569.47
468.59, 451.65, 694.39
461.76, 571.85, 442.14
465.44, 574.24, 567.07
469.12, 576.62, 691.99
462.29, 696.83, 439.74
465.97, 699.21, 564.66
469.65, 701.6, 689.59
450.36, 209.99, 210.94
450.45, 208.79, 335.94
450.54, 207.59, 460.93
452.34, 334.97, 212.14
452.42, 333.77, 337.14
452.51, 332.57, 462.13
454.31, 459.95, 213.34
454.4, 458.75, 338.34
454.49, 457.55, 463.33
575.34, 208.02, 210.83
575.43, 206.82, 335.83
575.52, 205.61, 460.82
577.32, 333.0, 212.03
577.41, 331.79, 337.03
577.5, 330.59, 462.02
579.3, 457.97, 213.24
579.39, 456.77, 338.23
579.47, 455.57, 463.22
700.33, 206.04, 210.73
700.42, 204.84, 335.72
700.5, 203.64, 460.72
702.31, 331.02, 211.93
702.39, 329.82, 336.92
702.48, 328.62, 461.92
704.28, 456.0, 213.13
704.37, 454.8, 338.12
704.46, 453.59, 463.12
450.49, 211.1, 448.62
451.1, 211.43, 573.62
451.7, 211.76, 698.62
451.56, 336.1, 448.29
452.16, 336.42, 573.29
452.77, 336.75, 698.29
452.63, 461.09, 447.96
453.23, 461.42, 572.95
453.84, 461.75, 697.95
575.48, 210.03, 448.02
576.09, 210.36, 573.02
576.69, 210.69, 698.02
576.55, 335.03, 447.69
577.16, 335.35, 572.68
577.76, 335.68, 697.68
577.62, 460.02, 447.35
578.23, 460.35, 572.35
578.83, 460.68, 697.35
700.48, 208.96, 447.42
701.08, 209.29, 572.42
701.69, 209.62, 697.41
701.55, 333.96, 447.08
702.15, 334.29, 572.08
702.76, 334.61, 697.08
702.61, 458.95, 446.75
703.22, 459.28, 571.75
703.82, 459.61, 696.75
449.7, 451.32, 210.06
447.37, 452.79, 335.03
445.05, 454.27, 460.0
449.95, 576.31, 208.59
447.63, 577.79, 333.56
445.31, 579.26, 458.53
450.21, 701.3, 207.12
447.89, 702.78, 332.09
445.57, 704.25, 457.06
574.67, 451.09, 212.39
572.35, 452.56, 337.36
570.03, 454.04, 462.32
574.93, 576.08, 210.92
572.61, 577.56, 335.88
570.29, 579.03, 460.85
575.19, 701.07, 209.45
572.87, 702.55, 334.41
570.55, 704.02, 459.38
699.65, 450.86, 214.71
697.33, 452.33, 339.68
695.01, 453.81, 464.65
699.91, 575.85, 213.24
697.59, 577.32, 338.21
695.27, 578.8, 463.18
700.17, 700.84, 211.77
697.85, 702.32, 336.74
695.52, 703.79, 461.71
451.58, 451.74, 450.01
452.45, 452.31, 575.01
453.32, 452.88, 700.0
448.85, 576.71, 449.46
449.72, 577.28, 574.46
450.59, 577.85, 699.45
446.12, 701.68, 448.91
446.99, 702.25, 573.91
447.86, 702.82, 698.9
576.55, 454.46, 449.13
577.41, 455.03, 574.13
578.28, 455.6, 699.12
573.82, 579.43, 448.58
574.69, 580.0, 573.57
575.56, 580.57, 698.57
571.09, 704.4, 448.03
571.96, 704.97, 573.02
572.83, 705.54, 698.02
701.51, 457.19, 448.25
702.38, 457.76, 573.24
703.25, 458.33, 698.24
698.79, 582.16, 447.7
699.65, 582.73, 572.69
700.52, 583.3, 697.69
696.06, 707.13, 447.15
696.93, 707.69, 572.14
697.8, 708.26, 697.14
