16, 15, PA3-C-Debug-SampleReadingsTest.txt 0
  -31.48,   -10.35,   102.76
   14.38,    29.78,    49.09
  -26.78,    44.39,    95.13
   61.98,    14.85,    79.14
   51.61,   -20.04,    32.54
   21.48,    43.61,    27.97
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -78.50,   -45.06,   119.81
  -32.64,    -4.94,    66.15
  -73.80,     9.67,   112.18
   14.97,   -19.86,    96.19
    4.59,   -54.76,    49.60
  -25.53,     8.90,    45.02
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -23.98,   -48.62,   120.34
   21.88,    -8.49,    66.67
  -19.28,     6.12,   112.71
   69.49,   -23.42,    96.72
   59.12,   -58.31,    50.12
   28.99,     5.34,    45.55
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -12.73,   -38.52,   134.01
   33.14,     1.61,    80.34
   -8.02,    16.22,   126.38
   80.74,   -13.32,   110.39
   70.37,   -48.21,    63.79
   40.24,    15.45,    59.22
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.44,   -14.83,   155.30
  -17.57,    25.30,   101.63
  -58.73,    39.91,   147.67
   30.03,    10.37,   131.68
   19.66,   -24.52,    85.08
  -10.47,    39.13,    80.51
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.85,   -21.57,   163.57
  -13.98,    18.55,   109.90
  -55.15,    33.16,   155.93
   33.62,     3.63,   139.95
   23.25,   -31.26,    93.35
   -6.88,    32.39,    88.77
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -22.44,   -43.66,   133.16
   23.42,    -3.54,    79.49
  -17.74,    11.07,   125.53
   71.03,   -18.46,   109.54
   60.65,   -53.36,    62.94
   30.53,    10.30,    58.37
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.56,   -31.28,   101.69
   29.30,     8.84,    48.03
  -11.86,    23.45,    94.06
   76.90,    -6.09,    78.07
   66.53,   -40.98,    31.48
   36.40,    22.68,    26.90
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -61.09,   -32.59,   139.90
  -15.22,     7.54,    86.24
  -56.38,    22.15,   132.27
